Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
+Object's ¹: 1
 Coordinate: [92 x 183 from (167, 167)]
Frame ¹	897 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (123, 169)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (168, 168)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (123, 169)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (168, 168)]
Frame ¹	898 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [92 x 184 from (119, 166)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (173, 172)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [92 x 184 from (119, 166)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (173, 172)]
Frame ¹	899 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (121, 168)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (172, 179)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (121, 168)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (172, 179)]
Frame ¹	900 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [93 x 185 from (118, 169)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (171, 180)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [93 x 185 from (118, 169)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (171, 180)]
Frame ¹	901 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [94 x 188 from (115, 175)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (170, 181)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [94 x 188 from (115, 175)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (170, 181)]
Frame ¹	902 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [95 x 189 from (114, 177)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (173, 184)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [95 x 189 from (114, 177)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (173, 184)]
Frame ¹	903 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (176, 190)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (176, 190)]
Frame ¹	904 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [94 x 188 from (114, 179)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [94 x 188 from (114, 179)]
Frame ¹	905 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [100 x 199 from (109, 180)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (176, 197)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [100 x 199 from (109, 180)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (176, 197)]
Frame ¹	906 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (108, 182)]
+Object's ¹: 1
 Coordinate: [84 x 169 from (173, 193)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (108, 182)]
+Object's ¹: 1
 Coordinate: [84 x 169 from (173, 193)]
Frame ¹	907 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [93 x 187 from (112, 191)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (170, 190)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [93 x 187 from (112, 191)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (170, 190)]
Frame ¹	908 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [94 x 188 from (110, 192)]
+Object's ¹: 1
 Coordinate: [97 x 194 from (167, 189)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [94 x 188 from (110, 192)]
+Object's ¹: 1
 Coordinate: [97 x 194 from (167, 189)]
Frame ¹	909 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [97 x 193 from (108, 193)]
+Object's ¹: 1
 Coordinate: [93 x 185 from (166, 195)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [97 x 193 from (108, 193)]
+Object's ¹: 1
 Coordinate: [93 x 185 from (166, 195)]
Frame ¹	910 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (109, 196)]
+Object's ¹: 1
 Coordinate: [99 x 199 from (161, 198)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (109, 196)]
+Object's ¹: 1
 Coordinate: [99 x 199 from (161, 198)]
Frame ¹	911 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (106, 196)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (164, 203)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (106, 196)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (164, 203)]
Frame ¹	912 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [95 x 190 from (109, 202)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (161, 207)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [95 x 190 from (109, 202)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (161, 207)]
Frame ¹	913 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (108, 202)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (161, 210)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (108, 202)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (161, 210)]
Frame ¹	914 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (108, 202)]
+Object's ¹: 1
 Coordinate: [88 x 177 from (161, 212)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (108, 202)]
+Object's ¹: 1
 Coordinate: [88 x 177 from (161, 212)]
Frame ¹	915 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (109, 204)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (162, 219)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (109, 204)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (162, 219)]
Frame ¹	916 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (111, 212)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (162, 219)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (111, 212)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (162, 219)]
Frame ¹	917 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [89 x 177 from (107, 215)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (160, 219)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [89 x 177 from (107, 215)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (160, 219)]
Frame ¹	918 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [95 x 189 from (104, 217)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (160, 222)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [95 x 189 from (104, 217)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (160, 222)]
Frame ¹	919 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 191 from (101, 219)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 191 from (101, 219)]
Frame ¹	920 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (100, 224)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (100, 224)]
Frame ¹	921 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [100 x 202 from (97, 225)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [100 x 202 from (97, 225)]
Frame ¹	922 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (99, 230)]
+Object's ¹: 1
 Coordinate: [101 x 203 from (149, 227)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (99, 230)]
+Object's ¹: 1
 Coordinate: [101 x 203 from (149, 227)]
Frame ¹	923 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (99, 240)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (99, 240)]
Frame ¹	924 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [91 x 183 from (99, 241)]
+Object's ¹: 1
 Coordinate: [100 x 201 from (150, 238)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [91 x 183 from (99, 241)]
+Object's ¹: 1
 Coordinate: [100 x 201 from (150, 238)]
Frame ¹	925 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (148, 240)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (98, 242)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (148, 240)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (98, 242)]
Frame ¹	926 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (98, 244)]
+Object's ¹: 1
 Coordinate: [101 x 203 from (149, 242)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (98, 244)]
+Object's ¹: 1
 Coordinate: [101 x 203 from (149, 242)]
Frame ¹	927 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (97, 248)]
+Object's ¹: 1
 Coordinate: [98 x 197 from (149, 246)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (97, 248)]
+Object's ¹: 1
 Coordinate: [98 x 197 from (149, 246)]
Frame ¹	928 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (150, 252)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (100, 255)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (150, 252)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (100, 255)]
Frame ¹	929 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [94 x 187 from (152, 254)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (99, 256)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [94 x 187 from (152, 254)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (99, 256)]
Frame ¹	930 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (153, 259)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (98, 254)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (153, 259)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (98, 254)]
Frame ¹	931 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (153, 261)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (96, 256)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (153, 261)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (96, 256)]
Frame ¹	932 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (91, 258)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (150, 263)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (91, 258)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (150, 263)]
Frame ¹	933 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (91, 264)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 269)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (91, 264)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 269)]
Frame ¹	934 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (92, 271)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (150, 269)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (92, 271)]
+Object's ¹: 1
 Coordinate: [88 x 175 from (150, 269)]
Frame ¹	935 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 171 from (150, 274)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (96, 280)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 171 from (150, 274)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (96, 280)]
Frame ¹	936 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (96, 283)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (151, 282)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (96, 283)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (151, 282)]
Frame ¹	937 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (92, 286)]
+Object's ¹: 1
 Coordinate: [83 x 165 from (149, 284)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (92, 286)]
+Object's ¹: 1
 Coordinate: [83 x 165 from (149, 284)]
Frame ¹	938 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (147, 288)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (96, 296)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (147, 288)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (96, 296)]
Frame ¹	939 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Frame ¹	940 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Frame ¹	941 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
Frame ¹	942 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	943 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	944 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	945 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	946 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	947 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	948 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	949 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	950 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	951 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	952 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	953 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	954 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	955 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	956 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	957 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	958 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	959 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	960 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	961 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	962 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	963 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	964 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	965 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	966 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	967 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	968 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	969 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	970 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	971 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	972 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	973 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	974 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	975 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	976 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	977 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	978 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	979 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	980 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	981 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	982 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	983 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	984 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	985 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	986 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	987 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	988 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	989 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	990 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
